title,link,date
"“Hemos trabajado sin problemas con todas las administraciones anteriores, de todas las tendencias, siempre de buena fe y con altura de miras",https://laserenaonline.cl/2023/03/28/pequenos-mineros-anuncian-nueva-manifestacion-contra-gobernadora-krist-naranjo/,hace 18 meses
"Con barricadas vecinos y vecinas cortaron la ruta D51 en el sector de Maitencillo, sector rural de la comuna de Andacollo. La protesta se",https://www.elandacollino.cl/2021/06/07/vecinos-de-maitencillo-en-andacollo-se-toman-la-ruta-d51-en-demanda-del-agua-potable-rural/,hace 40 meses
"Por Luciano Alday Villalobos / Ovalle. Tras el prolongado paro de 2019, los profesores parecían encontrar respuesta a sus demandas gracias a",https://www.elovallino.cl/articulo/profesores-ovalle-se-unen-protesta-nacional-por-veto-presidencial/,hace 36 meses
Un grupo de vecinas y vecinos de Villamayor se han concentrado ante la Delegación de la Junta en Salamanca con el fin de denunciar la,https://salamancartvaldia.es/noticia/2024-09-24-nuestros-pueblos-no-son-vertederos-gritan-los-vecinos-de-villamayor-por-los-malos-olores-de-una-fabrica-de-grasas-355050,hace 4 semanas
El Bocyl recoge el anuncio sobre la revisión de oficio de la autorización ambiental concedida a la empresa para imponerle todas las medidas,https://www.salamancahoy.es/salamanca/provincia/junta-oficializa-proceso-acabar-olores-fabrica-grasas-20240830113413-nt.html,hace 1 mes
"A través de los ejes Seguridad, Medio Ambiente e Imagen Urbana, se generarán los proyectos de mayor impacto durante el segundo periodo de",https://www.alcaldesdemexico.com/elecciones/cesar-prieto-toma-protesta-como-alcalde-de-salamanca-guanajuato/,hace 1 semana
"El único candidato que se presentaba ha ganado las elecciones a rector de la Universidad de Salamanca. El catedrático Juan Manuel Corchado,",https://elpais.com/ciencia/2024-05-07/juan-manuel-corchado-gana-las-elecciones-a-rector-de-la-universidad-de-salamanca-con-la-mitad-del-profesorado-en-contra.html,hace 5 meses
"Aprueban Quinta modificación al Presupuesto de Egresos para la operatividad del Municipio, así como la Cuarta Modificación al Presupuesto de Egresos del",https://www.salamanca.gob.mx/toma-protesta-jaime-gerardo-martinez-razo-como-nuevo-cronista-de-salamanca/,hace 2 meses
"Este jueves, Salamanca vivirá una jornada de movilización agraria sin precedentes. Convocada por las principales organizaciones del sector,",https://www.elespanol.com/castilla-y-leon/region/salamanca/20240207/toda-informacion-tractorada-jueves-salamanca/830916919_0.html,hace 8 meses
"Este sábado 17 de agosto, la comunidad venezolana de Salamanca se congregó en la icónica Plaza Mayor de 7:00 p.m. a 9:00 p.m., uniéndose a",https://salamancartvaldia.es/noticia/2024-08-17-salamanca-se-une-a-la-protesta-venezolana-en-respaldo-a-maria-corina-machado-y-edmundo-gonzalez-urrutia-352799,hace 2 meses
"Rosalba Garza Ojeda, tomó protesta como nueva presidenta del Club de Leones de Salamanca A.C.. La toma de protesta de la nueva mesa",https://www.elsoldesalamanca.com.mx/circulos/toma-protesta-como-presidenta-del-club-de-leones-de-salamanca-12237591.html,hace 3 meses
El pueblo de Villasrubias (Salamanca) revive su pasado minero con una serie de prospecciones en busca de litio ante la mirada escéptica de,https://www.elconfidencial.com/tecnologia/ciencia/2024-07-08/tesoro-litio-espanol-pueblo-salamanca_3918267/,hace 3 meses
"La polémica compañia australiana ETM, protagonista del convulso proyecto de Kvanefjeld (Groenlandia), tras los planes extractivistas de",https://www.elsaltodiario.com/mineria/minera-provoco-un-conflicto-groenlandia-irrumpe-proyectos-castilla-leon-extremadura,hace 4 meses
"Salamanca y Caimanes, ambas localidades ubicadas en la región de Coquimbo, también fueron parte de las protestas que sacudieron al país en",https://interferencia.cl/articulos/los-12-dias-en-que-minera-los-pelambres-de-los-luksic-estuvo-en-jaque-operacional-por-el,hace 57 meses
"En 2023 fue aprobado por unanimidad el proyecto Adaptación Operacional de Minera Los Pelambres, que permitirá reubicar las tuberías que",https://es.mongabay.com/2024/03/chile-proyecto-minero-cobre-avanza-personas-demandadas-amplio-prontuario-ambiental/,hace 7 meses
Interior monta un dispositivo policial para impedir que entre en Madrid la tractorada convocada para el sábado | Las movilizaciones,https://elpais.com/economia/2024-02-09/la-protesta-de-los-agricultores-en-directo.html,hace 8 meses
Un grupo de vecinas y vecinos de Villamayor se han concentrado ante la Delegación de la Junta en Salamanca con el fin de denunciar la,https://salamancartvaldia.es/noticia/2024-09-24-nuestros-pueblos-no-son-vertederos-gritan-los-vecinos-de-villamayor-por-los-malos-olores-de-una-fabrica-de-grasas-355050,hace 4 semanas
