region,comuna,titulo,fecha,bajada,link,medio
Antofagasta,Tocopilla,"Tocopilla, Taltal y Tongoy lideran índices de contaminación por metales pesados en borde costero según estudio de la Universidad de Antofagasta",19 months ago,"La investigación identificó además presencia de plomo, arsénico y mercurio con alta movilidad en playas de la ciudad de Antofagasta y",https://radio.uchile.cl/2023/05/16/tocopilla-taltal-y-tongoy-lideran-indices-de-contaminacion-por-metales-pesados-en-borde-costero-segun-estudio-de-la-universidad-de-antofagasta/,Radio Universidad de Chile
Atacama,Alto del Carmen,Chile: Clausura definitiva de una polémica mina de oro,74 months ago,"Las obras en Pascua Lama ya estaban paradas desde 2013, por lo que la minera canadiense Barrick negociaba continuar la construcción solo",https://www.dw.com/es/tribunal-chileno-ordena-la-clausura-definitiva-de-una-pol%25C3%25A9mica-mina-de-oro-por-motivos-ambientales/a-45871814,DW
Atacama,Alto del Carmen,Alerta desde Atacama: Mercantilización del agua amenaza secar el río El Carmen,34 months ago,"Hace unos meses surgió la alerta sobre un conflicto que involucra a las aguas del río Matancilla, afluente de los ríos El Carmen y Huasco.34 months ago",https://radiojgm.uchile.cl/alerta-desde-atacama-mercantilizacion-del-agua-amenaza-secar-el-rio-el-carmen/,Radio JGM
Atacama,Alto del Carmen,Seremi del Medio Ambiente celebra 10 años del Sistema de Certificación Ambiental Municipal (SCAM) en Atacama.,64 months ago,El sistema de carácter voluntario permite a los municipios instalarse en el territorio como un Modelo de Gestión Ambiental.64 months ago,https://mma.gob.cl/seremi-del-medio-ambiente-celebra-10-anos-del-sistema-de-certificacion-ambiental-municipal-scam-en-atacama/,mma.gob.cl
Atacama,Alto del Carmen,"""Habitantes de Alto del Carmen en peligro"": Casi la totalidad de los derechos de agua del río Matancilla podrían pasar a manos de privados",34 months ago,"Comuna de Alto del Carmen, en Atacama, podría quedar sin abastecimiento de agua en medio de mega sequía y crisis hídrica que afectan al",https://www.elciudadano.com/actualidad/habitantes-de-alto-del-carmen-en-peligro-casi-la-totalidad-de-los-derechos-de-agua-del-rio-matancilla-podrian-pasar-a-manos-de-privados/03/01/,elciudadano.com
Atacama,Alto del Carmen,"CARTA PÚBLICA AL GOBIERNO DE CHILE POR NUEVO MEGAPROYECTO MINERO DE BARRICK EN NACIENTE DE AGUAS, GLACIARES Y LAGUNAS ALTOANDINAS",11 months ago,Invitamos a las autoridades a nuestra casa a “intercambiar puntos de vista” sobre los megaproyectos mineros que siguen amenazando este valle,https://tierramarillano.cl/2024/01/19/carta-publica-al-gobierno-de-chile-por-nuevo-megaproyecto-minero-de-barrick-en-naciente-de-aguas-glaciares-y-lagunas-altoandinas/,Tierramarillano
Atacama,Alto del Carmen,Fijan audiencia de sobreseimiento de minera del grupo Luksic tras denuncia del SEA por ocultamiento de información en evaluación de impacto ambiental,5 months ago,El fiscal jefe de Vallenar solicitó el sobreseimiento de la minera El Encierro tras determinar que “el hecho investigado no sería,https://interferencia.cl/articulos/fijan-audiencia-de-sobreseimiento-de-minera-del-grupo-luksic-tras-denuncia-del-sea-por,Interferencia |
Atacama,Alto del Carmen,Protestan contra Pascua Lama en medio de alegatos en el Tribunal Ambiental de Antofagasta,73 months ago,Diversas agrupaciones sociales y ambientales de la ciudad de Antofagasta se reunieron en las afueras del Primer Tribunal Ambiental de la,https://cooperativa.cl/noticias/pais/region-de-atacama/protestan-contra-pascua-lama-en-medio-de-alegatos-en-el-tribunal/2018-11-06/132015.html,Cooperativa.cl
Atacama,Alto del Carmen,Conflictos ambientales: escasez de agua enciende la agenda ciudadana en el país,117 months ago,Las escasas precipitaciones han sido motivo de conflictos sociales en al menos 47 puntos del territorio.117 months ago,https://www.latercera.com/diario-impreso/conflictos-ambientales-escasez-de-agua-enciende-la-agenda-ciudadana-en-el-pais/,La Tercera
Atacama,Alto del Carmen,José Antonio Kast: “Iría de Constituyente y no como experto si participara del nuevo proceso constitucional”,23 months ago,,https://www.chanarcillo.cl/jose-antonio-kast-iria-de-constituyente-y-no-como-experto-si-participara-del-nuevo-proceso-constitucional/,Diario Chañarcillo
Atacama,Alto del Carmen,Investigación sobre las consecuencias sociales del 25M en Atacama será una de las publicaciones en Feria del Libro de Beauchef,68 months ago,"Una de las más grandes y recientes catástrofes socionaturales que han afectado al país ha sido el 25M en la Región de Atacama, en 2015.68 months ago",https://facso.uchile.cl/noticias/152982/las-consecuencias-sociales-del-25m-en-atacama,Facultad de Ciencias Sociales - Universidad de Chile
Atacama,Caldera,Vocera Sofía Vargas sobre el CRAS: “Es una oportunidad única para trabajar mancomunadamente y responsabilizarnos de los problemas ambientales que aquejan a Atacama”,1 week ago,"El CRAS tiene por objeto contribuir a la elaboración participativa del Programa para la Recuperación Ambiental y Social de Huasco (PRAS), que tiene por",https://www.rtnoticias.cl/regional/vocera-sofia-vargas-sobre-el-cras-es-una-oportunidad-unica-para-trabajar-mancomunadamente-y-responsabilizarnos-de-los-problemas-ambientales-que-aquejan-a-atacama,www.rtnoticias.cl
Atacama,Caldera,Informe revela desastre ambiental en región de Copiapó,70 months ago,Una misión de observación del INDH detectó que los habitantes de Copiapó y Tierra Amarilla viven con el inminente riesgo de consumir agua,https://interferencia.cl/articulos/informe-revela-desastre-ambiental-en-region-de-copiapo,Interferencia |
Atacama,Caldera,"Puerto Caldera, Chile: Superintendencia del Medio Ambiente fiscaliza proyecto de desembarque de concentrado de cobre",49 months ago,,https://mundomaritimo.cl/noticias/puerto-caldera-chile-superintendencia-del-medio-ambiente-fiscaliza-proyecto-de-desembarque-de-concentrado-de-cobre,Mundo Marítimo
Atacama,Caldera,Ocupaciones ilegales en la costa: ¿cuáles son los costos ambientales de las tomas?,23 months ago,"Cada vez que hablamos sobre el problema de las ocupaciones ilegales de terrenos en Chile, surgen dentro del debate distintas temáticas como",https://laderasur.com/articulo/ocupaciones-ilegales-en-la-costa-cuales-son-los-costos-ambientales-de-las-tomas/,Ladera Sur
Atacama,Caldera,ECOLOGÍA: Bahía Chasco continuará como zona protegida medioambiental tras rechazo de proyecto para convertirla en zona industrial,29 months ago,Prácticamente inadvertido pasó para la comunidad atacameña la reciente determinación del Comité de Ministros de Medio Ambiente en cuanto a,https://tierramarillano.cl/2022/07/18/ecologia-bahia-chasco-continuara-como-zona-protegida-medioambiental-tras-rechazo-de-proyecto-para-convertirla-en-zona-industrial/,Tierramarillano
Atacama,Caldera,Primer Tribunal Ambiental admite a trámite demanda por derrame de hidrocarburos en bahía de Caldera,20 months ago,Una demanda por daño ambiental interpuesta por la Municipalidad de Caldera en contra de las empresas Copec y Ultranav fue admitida a trámite,https://www.1ta.cl/primer-tribunal-ambiental-admite-a-tramite-demanda-por-derrame-de-hidrocarburos-en-bahia-de-caldera/,Primer Tribunal Ambiental
Atacama,Caldera,Solicitan declarar Bahía Chasco como Área Marina Costera Protegida de Múltiples Usos,28 months ago,"Organizaciones de defensa del medio ambiente solicitan declarar Bahía Chasco, en la región de Atacama, como Área Protegida de Múltiples Usos",https://pagina19.cl/medioambiente/solicitan-declarar-bahia-chasco-como-area-marina-costera-protegida-de-multiples-usos/,Página 19
Atacama,Caldera,Revista Nueva Minería,107 months ago,Central Luz de Atacama tendrá 1.410 MW de capacidad y se ubicará al norte de Caldera. Iniciativa fue presentada en noviembre de 2015 al,https://www.nuevamineria.com/revista/ex-ejecutivos-de-gener-y-fondo-preparan-millonario-proyecto-termoelectrico-en-la-region-de-atacama/,Revista Nueva Minería y Energía
Atacama,Caldera,DIMAO REALIZÓ LA PRIMERA FERIA MEDIOAMBIENTAL EN CALDERA,30 months ago,"En el contexto de la celebración del mes del Medioambiente, la Dirección de Medio Ambiente, Aseo y Ornato (DIMAO) de la Municipalidad de",https://tierramarillano.cl/2022/06/15/dimao-realizo-la-primera-feria-medioambiental-en-caldera/,Tierramarillano
Atacama,Caldera,Muchos proyectos de desaladoras para consumo humano y pocas en operaciones,75 months ago,"En los últimos meses, dos consorcios internacionales han dado a conocer las intenciones de construir plantas desaladoras en diferentes",https://www.iagua.es/blogs/gabriel-caldes/planta-desaladora-y-falta-definicion,iAgua
Atacama,Chañaral,SEREMI del Medio Ambiente realizó cuenta pública participativa 2024 en Chañaral,7 months ago,SEREMI del Medio Ambiente realizó cuenta pública participativa 2024 en Chañaral.7 months ago,https://mma.gob.cl/seremi-del-medio-ambiente-realizo-cuenta-publica-participativa-2024-en-chanaral/,mma.gob.cl
Atacama,Chañaral,SEREMI del Medio Ambiente se reúne con habitantes y comunidades indígenas de la Provincia de Chañaral,22 months ago,SEREMI del Medio Ambiente se reúne con habitantes y comunidades indígenas de la Provincia de Chañaral.22 months ago,https://mma.gob.cl/seremi-del-medio-ambiente-se-reune-con-habitantes-y-comunidades-indigenas-de-la-provincia-de-chanaral/,mma.gob.cl
Atacama,Chañaral,Chañaral: El baño de Lagos y la espera de un diálogo ciudadano,97 months ago,Hace unos días se dieron a conocer los principales resultados de un estudio del equipo de investigadores liderado por el profesor Dante,https://www.ciperchile.cl/2016/11/04/chanaral-el-bano-de-lagos-y-la-espera-de-un-dialogo-ciudadano/,- CIPER Chile
Atacama,Chañaral,Investigación sobre las consecuencias sociales del 25M en Atacama será una de las publicaciones en Feria del Libro de Beauchef,68 months ago,"Una de las más grandes y recientes catástrofes socionaturales que han afectado al país ha sido el 25M en la Región de Atacama, en 2015.68 months ago",https://facso.uchile.cl/noticias/152982/las-consecuencias-sociales-del-25m-en-atacama,Facultad de Ciencias Sociales - Universidad de Chile
Atacama,Chañaral,Zonas de sacrificio: ¿En qué le falló la Constitución a Atacama?,50 months ago,"Cuatro de las cinco comunas con mayor porcentaje de votación para el Apruebo son de la región de Atacama. Además de su ubicación, Freirina,",https://www.theclinic.cl/2020/10/28/zonas-de-sacrificio-en-que-le-fallo-la-constitucion-a-atacama/,The Clinic
Atacama,Chañaral,Vocera Sofía Vargas sobre el CRAS: “Es una oportunidad única para trabajar mancomunadamente y responsabilizarnos de los problemas ambientales que aquejan a Atacama”,1 week ago,"El CRAS tiene por objeto contribuir a la elaboración participativa del Programa para la Recuperación Ambiental y Social de Huasco (PRAS), que tiene por",https://www.rtnoticias.cl/regional/vocera-sofia-vargas-sobre-el-cras-es-una-oportunidad-unica-para-trabajar-mancomunadamente-y-responsabilizarnos-de-los-problemas-ambientales-que-aquejan-a-atacama,www.rtnoticias.cl
Atacama,Chañaral,Ruta 1: el proyecto costero que amenaza al Parque Nacional Pan de Azúcar,67 months ago,"La ruta costera que uniría Taltal y Chañaral aún se encuentra en etapa de prefactibilidad técnica, sin embargo ya ha generado diversas",https://laderasur.com/articulo/ruta-1-el-proyecto-costero-que-amenaza-al-parque-nacional-pan-de-azucar/,Ladera Sur
Atacama,Chañaral,DECISIÓN ERRADA ANUNCIADA EN EL ÚLTIMO ENCUENTRO CHILENO ARGENTINO ATACALAR 2024,8 months ago,Decisión afectará negativamente la economía regional. Por Ulises Carabantes Ahumada – Ingeniero Civil Industrial.8 months ago,https://tierramarillano.cl/2024/04/14/decision-errada-anunciada-en-el-ultimo-encuentro-chileno-argentino-atacalar-2024/,Tierramarillano
Atacama,Chañaral,Dos proyectos portuarios amenazan a reservas marinas chilenas,99 months ago,"Dos proyectos amenazan las reservas marinas de las Islas Choros y Damas e Isla Chañaral, que integran la Reserva Nacional Pingüino de",https://es.mongabay.com/2016/09/chile-reservas-marinas-biodiversidad-areas-protegidas/,Mongabay
Atacama,Chañaral,Revista Nueva Minería,107 months ago,Central Luz de Atacama tendrá 1.410 MW de capacidad y se ubicará al norte de Caldera. Iniciativa fue presentada en noviembre de 2015 al,https://www.nuevamineria.com/revista/ex-ejecutivos-de-gener-y-fondo-preparan-millonario-proyecto-termoelectrico-en-la-region-de-atacama/,Revista Nueva Minería y Energía
Atacama,Copiapó,Vocera Sofía Vargas sobre el CRAS: “Es una oportunidad única para trabajar mancomunadamente y responsabilizarnos de los problemas ambientales que aquejan a Atacama”,1 week ago,"El CRAS tiene por objeto contribuir a la elaboración participativa del Programa para la Recuperación Ambiental y Social de Huasco (PRAS), que tiene por",https://www.rtnoticias.cl/regional/vocera-sofia-vargas-sobre-el-cras-es-una-oportunidad-unica-para-trabajar-mancomunadamente-y-responsabilizarnos-de-los-problemas-ambientales-que-aquejan-a-atacama,www.rtnoticias.cl
Atacama,Copiapó,New Study on Water Impacts from Lithium Extraction in Chile’s Maricunga Salar,3 months ago,"This blog was written in collaboration with Lesley Muñoz Rivera (Colla), a member of the Copiapó community in Chile.3 months ago",https://earthworks.org/blog/new-study-on-water-impacts-from-lithium-extraction-in-chiles-maricunga-salar/,Earthworks
Atacama,Copiapó,INDH Atacama oficia a Ministerio de Medio Ambiente a la espera de que se declare zona saturada de contaminación las comunas de Copiapó y Tierra Amarilla,43 months ago,"Este 2 de junio de 2021, el Instituto Nacional de Derechos Humanos (INDH), apoyado por su sede regional Atacama, remitió un Oficio al",https://www.indh.cl/indh-atacama-oficia-a-ministerio-de-medio-ambiente-a-la-espera-de-que-se-declare-zona-saturada-de-contaminacion-las-comunas-de-copiapo-y-tierra-amarilla/,Instituto Nacional de Derechos Humanos
Atacama,Copiapó,"“Una política de fomento al extractivismo"": las críticas por los avances de la Estrategia Nacional del Litio",9 months ago,"Tanto la comunidad indígena Colla y el Observatorio Latinoamericano de Conflictos Ambientales, lamentaron que el Gobierno no considerara a",https://radio.uchile.cl/2024/03/27/una-politica-de-fomento-al-extractivismo-las-criticas-por-los-avances-de-la-estrategia-nacional-del-litio/,Radio Universidad de Chile
Atacama,Copiapó,Informe revela desastre ambiental en región de Copiapó,70 months ago,Una misión de observación del INDH detectó que los habitantes de Copiapó y Tierra Amarilla viven con el inminente riesgo de consumir agua,https://interferencia.cl/articulos/informe-revela-desastre-ambiental-en-region-de-copiapo,Interferencia |
Atacama,Copiapó,Advierten altos niveles de metales en suelos de Copiapó,25 months ago,"Estudio advierte la existencia de altos niveles de mercurio, arsénico, cobre y plomo en los suelos de Copiapó.25 months ago",https://www.uc.cl/academia-en-los-medios/advierten-altos-niveles-de-metales-en-copiapo/,Pontificia Universidad Católica de Chile
Atacama,Copiapó,Tortugas verdes bajo amenaza en Copiapó: la intrincada historia de un proyecto portuario,11 months ago,"En 2019, Copiaport-E Operaciones Marítimas SpA ingresó un proyecto de mega puerto al Servicio de Evaluación Ambiental. La iniciativa amenaza",https://laderasur.com/articulo/tortugas-verdes-bajo-amenaza-en-copiapo-la-intrincada-historia-de-un-proyecto-portuario/,Ladera Sur
Atacama,Copiapó,Fundición de Paipote rebasó casi en 500% la norma de calidad del aire: índices de dióxido de azufre son más altos que en crisis de Puchuncaví,35 months ago,"El 23 de mayo pasado, la fundición de Enami en Paipote (Copiapó) marcó un promedio horario de liberación de dióxido de azufre de 2.027,8",https://www.ciperchile.cl/2022/01/24/fundicion-de-paipote-rebaso-casi-en-500-la-norma-de-calidad-del-aire-indices-de-dioxido-de-azufre-son-mas-altos-que-en-crisis-de-puchuncavi/,- CIPER Chile
Atacama,Copiapó,Chile: el Parque Nacional Desierto Florido nace para proteger más de 200 especies de flores y plantas,17 months ago,"El área protegida resguardará uno de los paisajes más célebres del país y que se observa cuando, tras la lluvia, florece el desierto de",https://es.mongabay.com/2023/07/parque-nacional-desierto-florido-protege-mas-de-200-especies-de-flores-y-plantas-chile/,Mongabay
Atacama,Copiapó,ECOLOGÍA: Bahía Chasco continuará como zona protegida medioambiental tras rechazo de proyecto para convertirla en zona industrial,29 months ago,Prácticamente inadvertido pasó para la comunidad atacameña la reciente determinación del Comité de Ministros de Medio Ambiente en cuanto a,https://tierramarillano.cl/2022/07/18/ecologia-bahia-chasco-continuara-como-zona-protegida-medioambiental-tras-rechazo-de-proyecto-para-convertirla-en-zona-industrial/,Tierramarillano
Atacama,Diego de Almagro,Vocera Sofía Vargas sobre el CRAS: “Es una oportunidad única para trabajar mancomunadamente y responsabilizarnos de los problemas ambientales que aquejan a Atacama”,1 week ago,"El CRAS tiene por objeto contribuir a la elaboración participativa del Programa para la Recuperación Ambiental y Social de Huasco (PRAS), que tiene por",https://www.rtnoticias.cl/regional/vocera-sofia-vargas-sobre-el-cras-es-una-oportunidad-unica-para-trabajar-mancomunadamente-y-responsabilizarnos-de-los-problemas-ambientales-que-aquejan-a-atacama,www.rtnoticias.cl
Atacama,Diego de Almagro,Lanzan proyecto ambiental «Un Bosque en el Desierto» en Diego de Almagro,3 weeks ago,"La iniciativa combina educación comunitaria, ciencia y conservación ambiental para combatir la contaminación mediante tecnologías de",https://www.elzorronortino.cl/energia-y-mineria/lanzan-proyecto-ambiental-un-bosque-en-el-desierto-en-diego-de-almagro/,Medio digital El Zorro Nortino
Atacama,Diego de Almagro,SEREMI del Medio Ambiente se reúne con autoridades y habitantes de Diego de Almagro,31 months ago,SEREMI del Medio Ambiente se reúne con autoridades y habitantes de Diego de Almagro.31 months ago,https://mma.gob.cl/seremi-del-medio-ambiente-se-reune-con-autoridades-y-habitantes-de-diego-de-almagro/,mma.gob.cl
Atacama,Diego de Almagro,Avanza mesa de trabajo ambiental en la Provincia de Chañaral.,5 months ago,Esta mesa forma parte de un proceso participativo que permitirá generar propuestas de soluciones a las problemáticas ambientales de los,https://www.atacamanoticias.cl/2024/07/12/avanza-mesa-de-trabajo-ambiental-en-la-provincia-de-chanaral/,Atacama Noticias
Atacama,Diego de Almagro,Informe revela desastre ambiental en región de Copiapó,70 months ago,Una misión de observación del INDH detectó que los habitantes de Copiapó y Tierra Amarilla viven con el inminente riesgo de consumir agua,https://interferencia.cl/articulos/informe-revela-desastre-ambiental-en-region-de-copiapo,Interferencia |
Atacama,Diego de Almagro,Ministra Rojas solicitó revisar proyecto minero por afectación de chinchillas: SEA resolvió que la petición “no procede”,24 months ago,"El proyecto de US$ 900 millones, que supone movimientos de tierras y excavaciones con explosivos, reconoce en su Resolución de Calificación",https://www.futuro360.com/desafiotierra/oro-plata-proyecto-chinchilla-sea_20221210/,#FUTURO360
Atacama,Diego de Almagro,Chinchillas desaparecidas en minera de Gold Fields en Atacama podrían estar muertas: “Es catastrófico”,6 months ago,Una colonia completa de chinchillas de cola corta desapareció de su hábitat luego de que se instalara en el lugar —que resultó ser una,https://www.terram.cl/chinchillas-desaparecidas-en-minera-de-gold-fields-en-atacama-podrian-estar-muertas-es-catastrofico/,Fundación Terram
Atacama,Diego de Almagro,TIERRA AMARILLA: LA “ZONA DE SACRIFICIO” OLVIDADA,41 months ago,Por Jorge Oporto Marín (Periodista – Guía de Turismo). En Chile se acuñó un término que la mayoría de las personas no le confiere mayor,https://tierramarillano.cl/2021/07/21/tierra-amarilla-la-zona-de-sacrificio-olvidada/,Tierramarillano
Atacama,Diego de Almagro,SEREMI del Medio Ambiente se reúne con habitantes y comunidades indígenas de la Provincia de Chañaral,22 months ago,La reunión es parte del proceso de conformación de una mesa de trabajo ambiental que permita buscar soluciones de forma participativa los,https://mma.gob.cl/seremi-del-medio-ambiente-se-reune-con-habitantes-y-comunidades-indigenas-de-la-provincia-de-chanaral/,mma.gob.cl
Atacama,Diego de Almagro,Investigación sobre las consecuencias sociales del 25M en Atacama será una de las publicaciones en Feria del Libro de Beauchef,68 months ago,"Una de las más grandes y recientes catástrofes socionaturales que han afectado al país ha sido el 25M en la Región de Atacama, en 2015.68 months ago",https://facso.uchile.cl/noticias/152982/las-consecuencias-sociales-del-25m-en-atacama,Facultad de Ciencias Sociales - Universidad de Chile
Atacama,Freirina,Carabineros y paramilitares de Agrosuper se unen contra habitantes de Freirina,144 months ago,"La madrugada del jueves guardias paramilitares de Agrosuper dejaron poli contuso y con un TEC cerrado a un dirigente de Freirina,",https://www.elciudadano.com/medio-ambiente/carabineros-y-paramilitares-de-agrosuper-se-unen-contra-habitantes-de-freirina/12/08/,elciudadano.com
Atacama,Freirina,Estudio revela que 74% de los habitantes de Freirina está dispuesto a que vuelva Agrosuper,127 months ago,(Foto: Agencia Uno/Archivo) Una encuesta realizada por la Universidad de Atacama reveló que un 74 por ciento de los habitantes de Freirina,https://www.t13.cl/noticia/actualidad/estudio-revela-que-74-de-los-habitantes-de-freirina-esta-dispuesto-a-que-vuelva-agrosup,T13
Atacama,Huasco,Vocera Sofía Vargas sobre el CRAS: “Es una oportunidad única para trabajar mancomunadamente y responsabilizarnos de los problemas ambientales que aquejan a Atacama”,1 week ago,"El CRAS tiene por objeto contribuir a la elaboración participativa del Programa para la Recuperación Ambiental y Social de Huasco (PRAS), que tiene por",https://www.rtnoticias.cl/regional/vocera-sofia-vargas-sobre-el-cras-es-una-oportunidad-unica-para-trabajar-mancomunadamente-y-responsabilizarnos-de-los-problemas-ambientales-que-aquejan-a-atacama,www.rtnoticias.cl
Atacama,Huasco,"Las termoeléctricas en Huasco han generado un «círculo vicioso entre la relación empresa-poblado, donde las empresas van a satisfacer necesidades que el Estado no cumple», afirma defensor ambiental",6 months ago,"Ladislao Palma reveló a #FuturoPQN que ""este grupo no tiene ninguna intención de cerrarlas, sino de hacer negocios con su nueva inversión"".6 months ago",https://www.futuro.cl/2024/06/las-termoelectricas-en-huasco-han-generado-un-circulo-vicioso-entre-la-relacion-empresa-poblado-donde-las-empresas-van-a-satisfacer-necesidades-que-el-estado-no-cumple-afirma-defensor-ambiental/,Futuro Chile
Atacama,Huasco,Entregan Diagnóstico del Estado Ecológico/Ambiental del Borde Costero de Huasco,30 months ago,La medida se enmarca en el Programa para la Recuperación Ambiental y Social (PRAS) de Huasco y responde a inquietudes levantadas desde la,https://mma.gob.cl/entregan-diagnostico-del-estado-ecologico-ambiental-del-borde-costero-de-huasco/,mma.gob.cl
Atacama,Huasco,"CARTA PÚBLICA AL GOBIERNO DE CHILE POR NUEVO MEGAPROYECTO MINERO DE BARRICK EN NACIENTE DE AGUAS, GLACIARES Y LAGUNAS ALTOANDINAS",11 months ago,Invitamos a las autoridades a nuestra casa a “intercambiar puntos de vista” sobre los megaproyectos mineros que siguen amenazando este valle,https://tierramarillano.cl/2024/01/19/carta-publica-al-gobierno-de-chile-por-nuevo-megaproyecto-minero-de-barrick-en-naciente-de-aguas-glaciares-y-lagunas-altoandinas/,Tierramarillano
Atacama,Huasco,"Huasco, hijos de la contaminación: Revelador estudio evidencia el impacto de termoeléctricas en la salud de sus vecinos",59 months ago,"Los resultados, son alarmantes. Los vecinos de Huasco, presenta más riesgo de morir por enfermedades cardiovasculares: 71% más que el",https://www.futuro360.com/desafiotierra/huasco-contaminacion-termoelectricas_20200120/,#FUTURO360
Atacama,Huasco,Huasco: proyecto para transformar pasivo ambiental minero en activo paisajístico,20 months ago,El piloto se está realizando en el área de disposición final de relaves filtrados derivados de la extracción y producción de mineral de,https://www.paiscircular.cl/empresa-e-innovacion/innovador-proyecto-permitira-transformar-un-pasivo-ambiental-minero-en-un-activo-paisajistico-en-el-borde-costero-de-huasco/,País Circular
Atacama,Huasco,Zonas de sacrificio y pueblos privados: las historias detrás de las comunas donde arrasó el “apruebo”,50 months ago,La disputa medioambiental más bullada de este siglo en Chile? ¿Una comuna 100% privada? ¿El sentido del derecho de vivir libre de,https://www.latercera.com/tendencias/noticia/los-conflictos-ambientales-que-catapultaron-el-apruebo/VUTQHRVMFRA3JOW54P7FSAWCXM/,La Tercera
Atacama,Huasco,Conflicto Freirina vs Agrosuper: A 10 años de la Batalla de Tatara,31 months ago,"Se cumplen 10 años desde la Batalla de Tatara, enfrentamiento cúlmine entre habitantes de Freirina y la empresa Agrosuper por contaminación.31 months ago",https://radiojgm.uchile.cl/conflicto-freirina-vs-agrosuper-a-10-anos-de-la-batalla-de-tatara/,Radio JGM
Atacama,Huasco,Vecinos de Huasco reclaman ante el 1TA por aprobación del proyecto de disposición de relaves de planta de Pellets de CAP,5 months ago,"El Primer Tribunal Ambiental admitió a trámite, hoy, una reclamación de vecinos de Huasco, región de Atacama, en contra del Servicio de",https://www.1ta.cl/vecinos-de-huasco-reclaman-ante-el-1ta-por-aprobacion-del-proyecto-de-disposicion-de-relaves-de-planta-de-pellets-de-cap/,Primer Tribunal Ambiental
Atacama,Huasco,"""Catástrofe ambiental irreparable"": el duro diagnóstico del Colegio Médico sobre Huasco",6 months ago,"Compartir. Habitantes de Huasco tienen un riesgo significativamente mayor de morir por enfermedades cardiovasculares y cerebrovasculares,",https://www.reporteminero.cl/noticia/noticias/2024/06/duro-diagnostico-colegio-medico-huasco,Reporte Minero
Atacama,Tierra Amarilla,Vocera Sofía Vargas sobre el CRAS: “Es una oportunidad única para trabajar mancomunadamente y responsabilizarnos de los problemas ambientales que aquejan a Atacama”,1 week ago,"El CRAS tiene por objeto contribuir a la elaboración participativa del Programa para la Recuperación Ambiental y Social de Huasco (PRAS), que tiene por",https://www.rtnoticias.cl/regional/vocera-sofia-vargas-sobre-el-cras-es-una-oportunidad-unica-para-trabajar-mancomunadamente-y-responsabilizarnos-de-los-problemas-ambientales-que-aquejan-a-atacama,www.rtnoticias.cl
Atacama,Tierra Amarilla,Estudio UDA reveló la percepción de riesgo de los habitantes de Tierra Amarilla ante posibles eventos,9 months ago,Cerca de 300 personas de la comuna participaron en el estudio. Investigadores buscan contribuir a la generación de conocimiento en el,https://www.atacamanoticias.cl/2024/03/30/estudio-uda-revelo-la-percepcion-de-riesgo-de-los-habitantes-de-tierra-amarilla-ante-posibles-eventos/,Atacama Noticias
Atacama,Tierra Amarilla,Tierra Amarilla: Vecinos de Los Loros sufren por malos olores y otros problemas sanitarios por planta de tratamiento de aguas servidas,5 months ago,"Una situación que se viene arrastrando por casi 10 años es lo que viven los vecinos de la localidad de Los Loros, en la comuna de Tierra",https://www.nostalgica.cl/tierra-amarilla-vecinos-de-los-loros-sufren-por-malos-olores-y-otros-problemas-sanitarios-por-planta-de-tratamiento-de-aguas-servidas/,nostálgica cl
Atacama,Tierra Amarilla,INDH Atacama oficia a Ministerio de Medio Ambiente a la espera de que se declare zona saturada de contaminación las comunas de Copiapó y Tierra Amarilla,43 months ago,"Este 2 de junio de 2021, el Instituto Nacional de Derechos Humanos (INDH), apoyado por su sede regional Atacama, remitió un Oficio al",https://www.indh.cl/indh-atacama-oficia-a-ministerio-de-medio-ambiente-a-la-espera-de-que-se-declare-zona-saturada-de-contaminacion-las-comunas-de-copiapo-y-tierra-amarilla/,Instituto Nacional de Derechos Humanos
Atacama,Tierra Amarilla,Informe revela desastre ambiental en región de Copiapó,70 months ago,Una misión de observación del INDH detectó que los habitantes de Copiapó y Tierra Amarilla viven con el inminente riesgo de consumir agua,https://interferencia.cl/articulos/informe-revela-desastre-ambiental-en-region-de-copiapo,Interferencia |
Atacama,Tierra Amarilla,TIERRA AMARILLA: LA “ZONA DE SACRIFICIO” OLVIDADA,41 months ago,Por Jorge Oporto Marín (Periodista – Guía de Turismo). En Chile se acuñó un término que la mayoría de las personas no le confiere mayor,https://tierramarillano.cl/2021/07/21/tierra-amarilla-la-zona-de-sacrificio-olvidada/,Tierramarillano
Atacama,Tierra Amarilla,Fundición de Paipote rebasó casi en 500% la norma de calidad del aire: índices de dióxido de azufre son más altos que en crisis de Puchuncaví,35 months ago,"El 23 de mayo pasado, la fundición de Enami en Paipote (Copiapó) marcó un promedio horario de liberación de dióxido de azufre de 2.027,8",https://www.ciperchile.cl/2022/01/24/fundicion-de-paipote-rebaso-casi-en-500-la-norma-de-calidad-del-aire-indices-de-dioxido-de-azufre-son-mas-altos-que-en-crisis-de-puchuncavi/,- CIPER Chile
Atacama,Tierra Amarilla,SMA inicia sancionatorio contra planta metalúrgica Magnetita de Compañía Minera del Pacífico,18 months ago,"Dos cargos, uno leve y uno grave, se le imputan al proyecto que produce concentrado de hierro. Por esto arriesga una multa de hasta $4.555",https://portal.sma.gob.cl/index.php/sma-inicia-sancionatorio-contra-planta-metalurgica-magnetita-de-compania-minera-del-pacifico/,Superintendencia Del Medio Ambiente – Gobierno de Chile
